,0
1995-08-31,49.83257584471065
1995-09-30,46.6219484377398
1995-10-31,45.41715527974451
1995-11-30,60.07117805043548
1995-12-31,98.23646277586283
1996-01-31,13.89411274391803
1996-02-29,24.136356401228134
1996-03-31,31.6663233767887
1996-04-30,24.434482341858143
1996-05-31,27.917522307511952
1996-06-30,33.38827969061355
1996-07-31,43.83555121446232
